what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1402084697721
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1402084701791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402084702272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1402084708229
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402084711126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1402084712128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402084714913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402084715005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402084716931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1402084745165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402084748590
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402084749868
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402084755916
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1402084770601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402084771086
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1402084773670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402084773893
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402084776954
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402084784584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402084810071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402084814235
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402084817186
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402084821976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402084832155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402084840641
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402084845428
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402084847203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402084855545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402084877451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402084882748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1402084907046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402084918709
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1402084918720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402084996290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085014172
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402085042565
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402085048253
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402085087821
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402085104459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085143155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085155817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085157236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085159932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402085213934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085227594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085247923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085247930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085259404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085261651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085294535
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1402085347794
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402085348956
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402085350425
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402085351185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1402085351726
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1402085352898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085355315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085356272
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1402085563595
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1402085567333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402085567893
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1402085569021
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1402085572903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085578888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085604905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085611459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085623332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085625067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085717171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085724467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085968502
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402085969456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402085970413
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402085970874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085971980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402085998933
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402086002516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402086006475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402086060077
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1402086062456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402086063483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402086101242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402086103218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402086104556
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402086110055
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1402086133238
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1402086133446
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1402086133568
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1402086133590
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1402086134042
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1402086134234
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1402086134547
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1402086134547
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1402086134791
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1402086135023
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1402158962874
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1402158962875
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1402158962876
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1402158962889
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1402158962890
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1402158962890
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1402158962891
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1402158962892
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1402158962892
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1402158962893
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1402158962894
